timestamp_ms,open,high,low,close,volume
1700144000000,115.5576,117.7150,115.2109,117.3629,1040
1700147600000,117.3629,119.5964,117.0108,119.2387,1041
1700151200000,119.2387,121.5215,118.8810,121.1581,1042
1700154800000,121.1581,123.4604,120.7946,123.0911,1043
1700158400000,123.0911,125.3810,122.7218,125.0060,1044
1700162000000,125.0060,127.2499,124.6310,126.8693,1045
1700165600000,126.8693,129.0325,126.4887,128.6465,1046
1700169200000,128.6465,130.6944,128.2606,130.3034,1047
1700172800000,130.3034,132.2020,129.9125,131.8066,1048
1700176400000,131.8066,133.5238,131.4111,133.1244,1049
1700180000000,133.1244,134.6312,132.7251,134.2285,1050
1700183600000,134.2285,135.4997,133.8259,135.0944,1051
1700187200000,135.0944,136.1096,134.6891,135.7025,1052
1700190800000,135.7025,136.4468,135.2954,136.0387,1053
1700194400000,136.0387,136.5036,135.6306,136.0954,1054
1700198000000,136.0954,136.5036,135.4637,135.8713,1055
1700201600000,135.8713,136.2789,134.9659,135.3720,1056
1700205200000,135.3720,135.7781,134.2055,134.6094,1057
1700208800000,134.6094,135.0132,133.2004,133.6012,1058
1700212400000,133.6012,134.0021,131.9738,132.3709,1059
1700216000000,132.3709,132.7681,130.5533,130.9462,1060
1700219600000,130.9462,131.3390,128.9701,129.3582,1061
1700223200000,129.3582,129.7463,127.2578,127.6407,1062
1700226800000,127.6407,128.0236,125.4512,125.8287,1063
1700230400000,125.8287,126.2062,123.5858,123.9577,1064
1700234000000,123.9577,124.3296,121.6963,122.0625,1065
1700237600000,122.0625,122.4287,119.8160,120.1765,1066
1700241200000,120.1765,120.5370,117.9760,118.3310,1067
1700244800000,118.3310,118.6860,116.2050,116.5546,1068
1700248400000,116.5546,116.9043,114.5284,114.8730,1069
1700252000000,114.8730,115.2176,112.9684,113.3083,1070
1700255600000,113.3083,113.6483,111.5439,111.8796,1071
1700259200000,111.8796,112.2152,110.2702,110.6020,1072
1700262800000,110.6020,110.9338,109.1592,109.4877,1073
1700266400000,109.4877,109.8161,108.2194,108.5450,1074
1700270000000,108.5450,108.8707,107.4562,107.7795,1075
1700273600000,107.7795,108.1029,106.8717,107.1933,1076
1700277200000,107.1933,107.5149,106.4652,106.7856,1077
1700280800000,106.7856,107.1060,106.2332,106.5529,1078
1700284400000,106.5529,106.8725,106.1693,106.4887,1079
1700288000000,106.4887,106.9040,106.1693,106.5843,1080
1700291600000,106.5843,107.1484,106.2645,106.8279,1081
1700295200000,106.8279,107.5274,106.5074,107.2058,1082
1700298800000,107.2058,108.0248,106.8842,107.7017,1083
1700302400000,107.7017,108.6222,107.3786,108.2974,1084
1700306000000,108.2974,109.2993,107.9725,108.9724,1085
1700309600000,108.9724,110.0341,108.6455,109.7049,1086
1700313200000,109.7049,110.8031,109.3758,110.4717,1087
1700316800000,110.4717,111.5820,110.1402,111.2483,1088
1700320400000,111.2483,112.3460,110.9145,112.0100,1089
1700324000000,112.0100,113.0703,111.6740,112.7321,1090
1700327600000,112.7321,113.7308,112.3939,113.3906,1091
1700331200000,113.3906,114.3045,113.0504,113.9626,1092
1700334800000,113.9626,114.7707,113.6207,114.4274,1093
1700338400000,114.4274,115.1110,114.0841,114.7667,1094
1700342000000,114.7667,115.3104,114.4224,114.9655,1095
1700345600000,114.9655,115.3575,114.6206,115.0125,1096
1700349200000,115.0125,115.3575,114.5560,114.9007,1097
1700352800000,114.9007,115.2454,114.2834,114.6273,1098
1700356400000,114.6273,114.9712,113.8517,114.1943,1099
1700360000000,114.1943,114.5368,113.2671,113.6080,1100
1700363600000,113.6080,113.9488,112.5405,112.8791,1101
1700367200000,112.8791,113.2177,111.6863,112.0223,1102
1700370800000,112.0223,112.3584,110.7227,111.0558,1103
1700374400000,111.0558,111.3890,109.6705,110.0005,1104
1700378000000,110.0005,110.3305,108.5530,108.8796,1105
1700381600000,108.8796,109.2062,107.3946,107.7178,1106
1700385200000,107.7178,108.0409,106.2210,106.5406,1107
1700388800000,106.5406,106.8602,105.0576,105.3737,1108
1700392400000,105.3737,105.6898,103.9297,104.2424,1109
1700396000000,104.2424,104.5551,102.8615,103.1711,1110
1700399600000,103.1711,103.4806,101.8761,102.1826,1111
1700403200000,102.1826,102.4892,100.9945,101.2984,1112
1700406800000,101.2984,101.6023,100.2361,100.5377,1113
1700410400000,100.5377,100.8393,99.6180,99.9178,1114
1700414000000,99.9178,100.2175,99.1552,99.4536,1115
1700417600000,99.4536,99.7520,98.8605,99.1580,1116
1700421200000,99.1580,99.4554,98.7441,99.0413,1117
1700424800000,99.0413,99.4089,98.7441,99.1116,1118
1700428400000,99.1116,99.6729,98.8143,99.3747,1119
1700432000000,99.3747,100.1336,99.0766,99.8341,1120
1700435600000,99.8341,100.7922,99.5346,100.4908,1121
1700439200000,100.4908,101.6473,100.1893,101.3433,1122
1700442800000,101.3433,102.6950,101.0393,102.3878,1123
1700446400000,102.3878,103.9285,102.0806,103.6177,1124
1700450000000,103.6177,105.3387,103.3068,105.0237,1125
1700453600000,105.0237,106.9134,104.7086,106.5937,1126
1700457200000,106.5937,108.6375,106.2739,108.3126,1127
1700460800000,108.3126,110.4930,107.9877,110.1625,1128
1700464400000,110.1625,112.4588,109.8320,112.1224,1129
1700468000000,112.1224,114.5109,111.7860,114.1684,1130
1700471600000,114.1684,116.6228,113.8259,116.2740,1131
1700475200000,116.2740,118.7655,115.9252,118.4103,1132
1700478800000,118.4103,120.9081,118.0551,120.5464,1133
1700482400000,120.5464,123.0180,120.1848,122.6501,1134
1700486000000,122.6501,125.0623,122.2821,124.6882,1135
1700489600000,124.6882,127.0080,124.3142,126.6281,1136
1700493200000,126.6281,128.8232,126.2483,128.4379,1137
1700496800000,128.4379,130.4777,128.0525,130.0875,1138
1700500400000,130.0875,131.9446,129.6972,131.5499,1139
1700504000000,131.5499,133.2004,131.1553,132.8020,1140
1700507600000,132.8020,134.2267,132.4036,133.8252,1141
1700511200000,133.8252,135.0101,133.4238,134.6063,1142
1700514800000,134.6063,135.5432,134.2025,135.1378,1143
1700518400000,135.1378,135.8246,134.7324,135.4184,1144
1700522000000,135.4184,135.8593,135.0121,135.4529,1145
1700525600000,135.4529,135.8593,134.8464,135.2522,1146
1700529200000,135.2522,135.6579,134.4279,134.8324,1147
1700532800000,134.8324,135.2369,133.8122,134.2149,1148
1700536400000,134.2149,134.6175,133.0246,133.4248,1149
1700540000000,133.4248,133.8251,132.0933,132.4908,1150
1700543600000,132.4908,132.8883,131.0493,131.4436,1151
1700547200000,131.4436,131.8379,129.9243,130.3153,1152
1700550800000,130.3153,130.7062,128.7508,129.1383,1153
1700554400000,129.1383,129.5257,127.5607,127.9446,1154
1700558000000,127.9446,128.3284,126.3845,126.7648,1155
1700561600000,126.7648,127.1451,125.2510,125.6279,1156
1700565200000,125.6279,126.0048,124.1865,124.5602,1157
1700568800000,124.5602,124.9339,123.2145,123.5853,1158
1700572400000,123.5853,123.9561,122.3555,122.7237,1159
1700576000000,122.7237,123.0919,121.6266,121.9926,1160
1700579600000,121.9926,122.3586,121.0416,121.4059,1161
1700583200000,121.4059,121.7701,120.6109,120.9738,1162
1700586800000,120.9738,121.3367,120.3412,120.7033,1163
1700590400000,120.7033,121.0654,120.2361,120.5979,1164
1700594000000,120.5979,121.0195,120.2361,120.6575,1165
1700597600000,120.6575,121.2415,120.2956,120.8788,1166
1700601200000,120.8788,121.6189,120.5162,121.2551,1167
1700604800000,121.2551,122.1418,120.8914,121.7764,1168
1700608400000,121.7764,122.7968,121.4111,122.4295,1169
1700612000000,122.4295,123.5677,122.0622,123.1981,1170
1700615600000,123.1981,124.4350,122.8285,124.0628,1171
1700619200000,124.0628,125.3768,123.6907,125.0018,1172
1700622800000,125.0018,126.3682,124.6268,125.9903,1173
1700626400000,125.9903,127.3827,125.6123,127.0017,1174
1700630000000,127.0017,128.3916,126.6207,128.0075,1175
1700633600000,128.0075,129.3653,127.6235,128.9784,1176
1700637200000,128.9784,130.2738,128.5914,129.8841,1177
1700640800000,129.8841,131.0871,129.4945,130.6950,1178
1700644400000,130.6950,131.7765,130.3029,131.3823,1179
1700648000000,131.3823,132.3151,130.9882,131.9193,1180
1700651600000,131.9193,132.6788,131.5236,132.2820,1181
1700655200000,132.2820,132.8473,131.8851,132.4499,1182
1700658800000,132.4499,132.8473,132.0100,132.4072,1183
1700662400000,132.4072,132.8044,131.7463,132.1428,1184
1700666000000,132.1428,132.5392,131.2561,131.6511,1185
1700669600000,131.6511,132.0461,130.5396,130.9324,1186
1700673200000,130.9324,131.3252,129.6026,129.9926,1187
1700676800000,129.9926,130.3826,128.4568,128.8433,1188
1700680400000,128.8433,129.2298,127.1188,127.5013,1189
1700684000000,127.5013,127.8838,125.6100,125.9880,1190
1700687600000,125.9880,126.3659,123.9557,124.3287,1191
1700691200000,124.3287,124.7017,122.1843,122.5520,1192
1700694800000,122.5520,122.9196,120.3262,120.6882,1193
1700698400000,120.6882,121.0503,118.4131,118.7694,1194
1700702000000,118.7694,119.1257,116.4770,116.8275,1195
1700705600000,116.8275,117.1780,114.5496,114.8943,1196
1700709200000,114.8943,115.2390,112.6612,113.0002,1197
1700712800000,113.0002,113.3392,110.8405,111.1740,1198
1700716400000,111.1740,111.5076,109.1138,109.4421,1199
1700720000000,109.4421,109.7705,107.5050,107.8285,1200
1700723600000,107.8285,108.1519,106.0350,106.3540,1201
1700727200000,106.3540,106.6731,104.7220,105.0371,1202
1700730800000,105.0371,105.3522,103.5813,103.8929,1203
1700734400000,103.8929,104.2046,102.6251,102.9339,1204
1700738000000,102.9339,103.2427,101.8631,102.1696,1205
1700741600000,102.1696,102.4762,101.3022,101.6070,1206
1700745200000,101.6070,101.9118,100.9466,101.2503,1207
1700748800000,101.2503,101.5541,100.7981,101.1014,1208
1700752400000,101.1014,101.4630,100.7981,101.1596,1209
1700756000000,101.1596,101.7262,100.8561,101.4219,1210
1700759600000,101.4219,102.1887,101.1176,101.8831,1211
1700763200000,101.8831,102.8430,101.5774,102.5354,1212
1700766800000,102.5354,103.6789,102.2278,103.3688,1213
1700770400000,103.3688,104.6840,103.0587,104.3709,1214
1700774000000,104.3709,105.8435,104.0578,105.5269,1215
1700777600000,105.5269,107.1401,105.2103,106.8196,1216
1700781200000,106.8196,108.5542,106.4992,108.2295,1217
1700784800000,108.2295,110.0640,107.9048,109.7348,1218
1700788400000,109.7348,111.6458,109.4056,111.3119,1219
1700792000000,111.3119,113.2740,110.9779,112.9352,1220
1700795600000,112.9352,114.9215,112.5963,114.5778,1221
1700799200000,114.5778,116.5607,114.2341,116.2121,1222
1700802800000,116.2121,118.1633,115.8634,117.8099,1223
1700806400000,117.8099,119.7016,117.4565,119.3436,1224
1700810000000,119.3436,121.1490,118.9856,120.7866,1225
1700813600000,120.7866,122.4804,120.4242,122.1141,1226
1700817200000,122.1141,123.6738,121.7477,123.3038,1227
1700820800000,123.3038,124.7101,122.9339,124.3371,1228
1700824400000,124.3371,125.5746,123.9641,125.1990,1229
1700828000000,125.1990,126.2568,124.8234,125.8791,1230
1700831600000,125.8791,126.7512,125.5015,126.3721,1231
1700835200000,126.3721,127.0576,125.9930,126.6775,1232
1700838800000,126.6775,127.1806,126.2975,126.8002,1233
1700842400000,126.8002,127.1806,126.3694,126.7497,1234
1700846000000,126.7497,127.1299,126.1608,126.5404,1235
1700849600000,126.5404,126.9200,125.8120,126.1906,1236
1700853200000,126.1906,126.5692,125.3450,125.7222,1237
1700856800000,125.7222,126.0993,124.7841,125.1596,1238
1700860400000,125.1596,125.5351,124.1558,124.5293,1239
1700864000000,124.5293,124.9029,123.4875,123.8591,1240
1700867600000,123.8591,124.2307,122.8074,123.1769,1241
1700871200000,123.1769,123.5464,122.1431,122.5106,1242
1700874800000,122.5106,122.8782,121.5215,121.8872,1243
1700878400000,121.8872,122.2528,120.9680,121.3319,1244
1700882000000,121.3319,121.6959,120.5060,120.8686,1245
1700885600000,120.8686,121.2312,120.1569,120.5185,1246
1700889200000,120.5185,120.8800,119.9395,120.3004,1247
1700892800000,120.3004,120.6613,119.8697,120.2304,1248
1700896400000,120.2304,120.6827,119.8697,120.3217,1249
1700900000000,120.3217,120.9463,119.9608,120.5846,1250
1700903600000,120.5846,121.3890,120.2228,121.0260,1251
1700907200000,121.0260,122.0147,120.6629,121.6498,1252
1700910800000,121.6498,122.8239,121.2848,122.4565,1253
1700914400000,122.4565,123.8138,122.0892,123.4434,1254
1700918000000,123.4434,124.9779,123.0731,124.6041,1255
1700921600000,124.6041,126.3066,124.2303,125.9288,1256
1700925200000,125.9288,127.7862,125.5510,127.4040,1257
1700928800000,127.4040,129.3996,127.0218,129.0125,1258
1700932400000,129.0125,131.1259,128.6255,130.7337,1259
1700936000000,130.7337,132.9410,130.3415,132.5433,1260
1700939600000,132.5433,134.8169,132.1457,134.4137,1261
1700943200000,134.4137,136.7230,134.0104,136.3141,1262
1700946800000,136.3141,138.6259,135.9051,138.2112,1263
1700950400000,138.2112,140.4900,137.7966,140.0698,1264
1700954000000,140.0698,142.2786,139.6496,141.8530,1265
1700957600000,141.8530,143.9544,141.4275,143.5238,1266
1700961200000,143.5238,145.4804,143.0932,145.0453,1267
1700964800000,145.0453,146.8216,144.6102,146.3825,1268
1700968400000,146.3825,147.9452,145.9433,147.5027,1269
1700972000000,147.5027,148.8226,147.0602,148.3774,1270
1700975600000,148.3774,149.4295,147.9323,148.9826,1271
1700979200000,148.9826,149.7479,148.5356,149.3000,1272
1700982800000,149.3000,149.7660,148.8521,149.3180,1273
1700986400000,149.3180,149.7660,148.5847,149.0318,1274
1700990000000,149.0318,149.4789,147.9984,148.4438,1275
1700993600000,148.4438,148.8891,147.1209,147.5636,1276
1700997200000,147.5636,148.0063,145.9684,146.4076,1277
1701000800000,146.4076,146.8468,144.5636,144.9986,1278
1701004400000,144.9986,145.4336,142.9345,143.3646,1279
1701008000000,143.3646,143.7947,141.1135,141.5381,1280
1701011600000,141.5381,141.9628,139.1363,139.5550,1281
1701015200000,139.5550,139.9736,137.0406,137.4530,1282
1701018800000,137.4530,137.8654,134.8654,135.2712,1283
1701022400000,135.2712,135.6770,132.6491,133.0483,1284
1701026000000,133.0483,133.4474,130.4295,130.8220,1285
1701029600000,130.8220,131.2144,128.2421,128.6280,1286
1701033200000,128.6280,129.0139,126.1201,126.4996,1287
1701036800000,126.4996,126.8791,124.0933,124.4667,1288
1701040400000,124.4667,124.8401,122.1882,122.5559,1289
1701044000000,122.5559,122.9235,120.4278,120.7901,1290
1701047600000,120.7901,121.1525,118.8310,119.1886,1291
1701051200000,119.1886,119.5461,117.4133,117.7666,1292
1701054800000,117.7666,118.1199,116.1864,116.5360,1293
1701058400000,116.5360,116.8856,115.1585,115.5051,1294
1701062000000,115.5051,115.8516,114.3346,114.6786,1295
1701065600000,114.6786,115.0226,113.7161,114.0583,1296
1701069200000,114.0583,114.4005,113.3019,113.6428,1297
1701072800000,113.6428,113.9837,113.0875,113.4277,1298
1701076400000,113.4277,113.7680,113.0658,113.4061,1299
1701080000000,113.4061,113.9086,113.0658,113.5679,1300
1701083600000,113.5679,114.2426,113.2272,113.9009,1301
1701087200000,113.9009,114.7333,113.5592,114.3901,1302
1701090800000,114.3901,115.3633,114.0470,115.0182,1303
1701094400000,115.0182,116.1129,114.6732,115.7656,1304
1701098000000,115.7656,116.9605,115.4183,116.6106,1305
1701101600000,116.6106,117.8824,116.2608,117.5298,1306
1701105200000,117.5298,118.8536,117.1772,118.4981,1307
1701108800000,118.4981,119.8478,118.1426,119.4893,1308
1701112400000,119.4893,120.8381,119.1308,120.4767,1309
1701116000000,120.4767,121.7976,120.1152,121.4333,1310
1701119600000,121.4333,122.6997,121.0690,122.3327,1311
1701123200000,122.3327,123.5192,121.9657,123.1498,1312
1701126800000,123.1498,124.2328,122.7803,123.8612,1313
1701130400000,123.8612,124.8198,123.4897,124.4465,1314
1701134000000,124.4465,125.2628,124.0732,124.8882,1315
1701137600000,124.8882,125.5483,124.5135,125.1728,1316
1701141200000,125.1728,125.6671,124.7973,125.2912,1317
1701144800000,125.2912,125.6671,124.8634,125.2391,1318
1701148400000,125.2391,125.6149,124.6420,125.0170,1319
1701152000000,125.0170,125.3921,124.2563,124.6302,1320
1701155600000,124.6302,125.0041,123.7166,124.0889,1321
1701159200000,124.0889,124.4611,123.0373,123.4075,1322
1701162800000,123.4075,123.7777,122.2366,122.6044,1323
1701166400000,122.6044,122.9722,121.3362,121.7013,1324
1701170000000,121.7013,122.0664,120.3603,120.7225,1325
1701173600000,120.7225,121.0847,119.3350,119.6941,1326
1701177200000,119.6941,120.0532,118.2874,118.6433,1327
1701180800000,118.6433,118.9993,117.2452,117.5980,1328
1701184400000,117.5980,117.9508,116.2357,116.5855,1329
1701188000000,116.5855,116.9352,115.2855,115.6324,1330
1701191600000,115.6324,115.9793,114.4199,114.7642,1331
1701195200000,114.7642,115.1085,113.6625,114.0046,1332
1701198800000,114.0046,114.3466,113.0349,113.3750,1333
1701202400000,113.3750,113.7151,112.5564,112.8950,1334
1701206000000,112.8950,113.2337,112.2439,112.5817,1335
1701209600000,112.5817,112.9194,112.1120,112.4494,1336
1701213200000,112.4494,112.8478,112.1120,112.5102,1337
1701216800000,112.5102,113.1118,112.1727,112.7735,1338
1701220400000,112.7735,113.5855,112.4351,113.2458,1339
1701224000000,113.2458,114.2729,112.9061,113.9311,1340
1701227600000,113.9311,115.1751,113.5893,114.8306,1341
1701231200000,114.8306,116.2903,114.4861,115.9424,1342
1701234800000,115.9424,117.6136,115.5946,117.2618,1343
1701238400000,117.2618,119.1371,116.9100,118.7808,1344
1701242000000,118.7808,120.8496,118.4244,120.4881,1345
1701245600000,120.4881,122.7363,120.1267,122.3692,1346
1701249200000,122.3692,124.7791,122.0021,124.4059,1347
1701252800000,124.4059,126.9563,124.0327,126.5766,1348
1701256400000,126.5766,129.2426,126.1968,128.8560,1349
1701260000000,128.8560,131.6095,128.4695,131.2158,1350
1701263600000,131.2158,134.0252,130.8222,133.6243,1351
1701267200000,133.6243,136.4553,133.2234,136.0472,1352
1701270800000,136.0472,138.8634,135.6390,138.4481,1353
1701274400000,138.4481,141.2114,138.0327,140.7891,1354
1701278000000,140.7891,143.4608,140.3667,143.0317,1355
1701281600000,143.0317,145.5735,142.6026,145.1381,1356
1701285200000,145.1381,147.5128,144.7027,147.0716,1357
1701288800000,147.0716,149.2447,146.6303,148.7983,1358
1701292400000,148.7983,150.7390,148.3519,150.2881,1359
1701296000000,150.2881,151.9702,149.8372,151.5156,1360
1701299600000,151.5156,152.9186,151.0611,152.4612,1361
1701303200000,152.4612,153.5711,152.0039,153.1118,1362
1701306800000,153.1118,153.9215,152.6525,153.4611,1363
1701310400000,153.4611,153.9707,153.0007,153.5102,1364
1701314000000,153.5102,153.9707,152.8075,153.2673,1365
1701317600000,153.2673,153.7271,152.2893,152.7475,1366
1701321200000,152.7475,153.2057,151.5162,151.9721,1367
1701324800000,151.9721,152.4280,150.5150,150.9679,1368
1701328400000,150.9679,151.4208,149.3169,149.7662,1369
1701332000000,149.7662,150.2155,147.9565,148.4017,1370
1701335600000,148.4017,148.8469,146.4704,146.9111,1371
1701339200000,146.9111,147.3519,144.8966,145.3326,1372
1701342800000,145.3326,145.7686,143.2729,143.7040,1373
1701346400000,143.7040,144.1351,141.6363,142.0625,1374
1701350000000,142.0625,142.4887,140.0219,140.4432,1375
1701353600000,140.4432,140.8645,138.4623,138.8790,1376
1701357200000,138.8790,139.2956,136.9872,137.3994,1377
1701360800000,137.3994,137.8116,135.6228,136.0309,1378
1701364400000,136.0309,136.4389,134.3915,134.7959,1379
1701368000000,134.7959,135.2003,133.3120,133.7132,1380
1701371600000,133.7132,134.1143,132.3991,132.7975,1381
1701375200000,132.7975,133.1959,131.6636,132.0598,1382
1701378800000,132.0598,132.4560,131.1125,131.5070,1383
1701382400000,131.5070,131.9015,130.7489,131.1423,1384
1701386000000,131.1423,131.5357,130.5722,130.9651,1385
1701389600000,130.9651,131.3642,130.5722,130.9712,1386
1701393200000,130.9712,131.5464,130.5783,131.1530,1387
1701396800000,131.1530,131.8936,130.7595,131.4991,1388
1701400400000,131.4991,132.3911,131.1046,131.9951,1389
1701404000000,131.9951,133.0212,131.5992,132.6234,1390
1701407600000,132.6234,133.7632,132.2255,133.3631,1391
1701411200000,133.3631,134.5933,132.9630,134.1907,1392
1701414800000,134.1907,135.4856,133.7882,135.0803,1393
1701418400000,135.0803,136.4118,134.6751,136.0038,1394
1701422000000,136.0038,137.3421,135.5958,136.9313,1395
1701425600000,136.9313,138.2456,136.5205,137.8321,1396
1701429200000,137.8321,139.0911,137.4186,138.6751,1397
1701432800000,138.6751,139.8476,138.2590,139.4293,1398
1701436400000,139.4293,140.4854,139.0110,140.0653,1399
1701440000000,140.0653,140.9771,139.6451,140.5554,1400
1701443600000,140.5554,141.2978,140.1337,140.8752,1401
1701447200000,140.8752,141.4269,140.4526,141.0039,1402
1701450800000,141.0039,141.4269,140.5024,140.9252,1403
1701454400000,140.9252,141.3479,140.2061,140.6280,1404
1701458000000,140.6280,141.0499,139.6866,140.1069,1405
1701461600000,140.1069,140.5273,138.9443,139.3624,1406
1701465200000,139.3624,139.7804,137.9853,138.4005,1407
1701468800000,138.4005,138.8157,136.8219,137.2336,1408
1701472400000,137.2336,137.6453,135.4711,135.8787,1409
1701476000000,135.8787,136.2863,133.9550,134.3581,1410
1701479600000,134.3581,134.7612,132.2996,132.6977,1411
1701483200000,132.6977,133.0958,130.5341,130.9269,1412
1701486800000,130.9269,131.3197,128.6897,129.0769,1413
1701490400000,129.0769,129.4641,126.7989,127.1804,1414
1701494000000,127.1804,127.5620,124.8948,125.2706,1415
1701497600000,125.2706,125.6465,123.0100,123.3801,1416
1701501200000,123.3801,123.7503,121.1757,121.5404,1417
1701504800000,121.5404,121.9050,119.4217,119.7811,1418
1701508400000,119.7811,120.1404,117.7754,118.1298,1419
1701512000000,118.1298,118.4842,116.2616,116.6115,1420
1701515600000,116.6115,116.9613,114.9025,115.2482,1421
1701519200000,115.2482,115.5940,113.7171,114.0593,1422
1701522800000,114.0593,114.4015,112.7219,113.0611,1423
1701526400000,113.0611,113.4002,111.9300,112.2668,1424
1701530000000,112.2668,112.6036,111.3521,111.6872,1425
1701533600000,111.6872,112.0222,110.9958,111.3297,1426
1701537200000,111.3297,111.6637,110.8660,111.1996,1427
1701540800000,111.1996,111.6330,110.8660,111.2991,1428
1701544400000,111.2991,111.9628,110.9652,111.6279,1429
1701548000000,111.6279,112.5198,111.2930,112.1832,1430
1701551600000,112.1832,113.2985,111.8467,112.9596,1431
1701555200000,112.9596,114.2907,112.6207,113.9488,1432
1701558800000,113.9488,115.4855,113.6070,115.1400,1433
1701562400000,115.1400,116.8691,114.7946,116.5196,1434
1701566000000,116.5196,118.4252,116.1700,118.0709,1435
1701569600000,118.0709,120.1341,117.7167,119.7748,1436
1701573200000,119.7748,121.9737,119.4155,121.6089,1437
1701576800000,121.6089,123.9191,121.2441,123.5484,1438
1701580400000,123.5484,125.9427,123.1778,125.5660,1439
1701584000000,125.5660,128.0148,125.1893,127.6319,1440
1701587600000,127.6319,130.1041,127.2491,129.7150,1441
1701591200000,129.7150,132.1778,129.3258,131.7825,1442
1701594800000,131.7825,134.2029,131.3872,133.8015,1443
1701598400000,133.8015,136.1462,133.4001,135.7390,1444
1701602000000,135.7390,137.9762,135.3318,137.5635,1445
1701605600000,137.5635,139.6631,137.1509,139.2454,1446
1701609200000,139.2454,141.1801,138.8276,140.7578,1447
1701612800000,140.7578,142.5044,140.3355,142.0781,1448
1701616400000,142.0781,143.6177,141.6519,143.1881,1449
1701620000000,143.1881,144.5072,142.7586,144.0750,1450
1701623600000,144.0750,145.1658,143.6428,144.7316,1451
1701627200000,144.7316,145.5923,144.2974,145.1568,1452
1701630800000,145.1568,145.7918,144.7214,145.3558,1453
1701634400000,145.3558,145.7918,144.9032,145.3392,1454
1701638000000,145.3392,145.7753,144.6882,145.1236,1455
1701641600000,145.1236,145.5590,144.2958,144.7300,1456
1701645200000,144.7300,145.1642,143.7512,144.1838,1457
1701648800000,144.1838,144.6163,143.0829,143.5134,1458
1701652400000,143.5134,143.9439,142.3215,142.7498,1459
1701656000000,142.7498,143.1780,141.4994,141.9252,1460
1701659600000,141.9252,142.3509,140.6491,141.0723,1461
1701663200000,141.0723,141.4955,139.8028,140.2235,1462
1701666800000,140.2235,140.6442,138.9919,139.4101,1463
1701670400000,139.4101,139.8284,138.2457,138.6617,1464
1701674000000,138.6617,139.0777,137.5914,138.0054,1465
1701677600000,138.0054,138.4194,137.0534,137.4658,1466
1701681200000,137.4658,137.8782,136.6533,137.0645,1467
1701684800000,137.0645,137.4757,136.4092,136.8197,1468
1701688400000,136.8197,137.2301,136.3358,136.7460,1469
1701692000000,136.7460,137.2654,136.3358,136.8549,1470
1701695600000,136.8549,137.5651,136.4443,137.1536,1471
1701699200000,137.1536,138.0591,136.7422,137.6462,1472
1701702800000,137.6462,138.7474,137.2332,138.3324,1473
1701706400000,138.3324,139.6260,137.9174,139.2084,1474
1701710000000,139.2084,140.6872,138.7908,140.2664,1475
1701713600000,140.2664,141.9190,139.8456,141.4945,1476
1701717200000,141.4945,143.3056,141.0700,142.8770,1477
1701720800000,142.8770,144.8273,142.4483,144.3941,1478
1701724400000,144.3941,146.4604,143.9609,146.0223,1479
1701728000000,146.0223,148.1775,145.5842,147.7343,1480
